Title,Worldwide
Chicken Little,"$314,432,837"
Wedding Crashers,"$288,467,645"
Robots,"$262,511,490"
Constantine,"$230,884,728"
Flightplan,"$223,387,299"
Kingdom of Heaven,"$218,122,627"
Fun with Dick and Jane,"$204,681,899"
The Pacifier,"$198,636,868"
Wallace & Gromit: The Curse of the Were-Rabbit,"$194,111,171"
The Longest Yard,"$191,466,556"
Walk the Line,"$186,797,986"
Brokeback Mountain,"$178,062,759"
The 40-Year-Old Virgin,"$177,378,645"
The Ring Two,"$163,995,949"
The Island,"$162,949,164"
The Interpreter,"$162,944,923"
Memoirs of a Geisha,"$162,242,962"
Sin City,"$158,733,820"
Monster-in-Law,"$155,457,327"
Saw II,"$147,748,505"
The Exorcism of Emily Rose,"$145,166,804"
Herbie Fully Loaded,"$144,146,816"
The Legend of Zorro,"$142,400,065"
Bewitched,"$131,426,169"
Munich,"$130,982,129"
Cheaper by the Dozen 2,"$130,154,568"
March of the Penguins,"$127,392,693"
Nanny McPhee,"$123,276,807"
Hide and Seek,"$123,204,920"
Pride & Prejudice,"$121,616,555"
Sahara,"$119,240,351"
Corpse Bride,"$118,090,836"
The Dukes of Hazzard,"$111,069,515"
Hoodwinked,"$110,013,167"
Cinderella Man,"$108,539,911"
The Amityville Horror,"$107,516,369"
The Brothers Grimm,"$105,316,267"
The Hitchhiker's Guide to the Galaxy,"$104,478,416"
Guess Who,"$103,121,466"
Just Like Heaven,"$102,854,431"
Miss Congeniality 2: Armed & Fabulous,"$101,393,569"
Crash,"$98,410,061"
Are We There Yet?,"$97,918,663"
Jarhead,"$97,076,152"
Red Eye,"$96,258,201"
Be Cool,"$95,763,716"
The Skeleton Key,"$93,983,911"
Syriana,"$93,974,620"
The Family Stone,"$92,884,429"
Four Brothers,"$92,374,674"
White Noise,"$91,196,419"
Racing Stripes,"$90,754,475"
Transporter 2,"$89,083,229"
Rumor Has It...,"$88,933,562"
Sky High,"$86,369,815"
Match Point,"$85,638,656"
In Her Shoes,"$83,697,473"
The Constant Gardener,"$82,466,670"
Stealth,"$79,268,322"
Hostage,"$77,608,617"
Coach Carter,"$76,669,554"
The King and the Clown,"$74,466,867"
"Yours, Mine & Ours","$72,662,923"
Lord of War,"$72,617,068"
The Adventures of Sharkboy and Lavagirl 3-D,"$71,992,655"
xXx: State of the Union,"$71,022,693"
House of Wax,"$68,766,121"
Prime,"$67,937,494"
Boogeyman,"$67,192,859"
Zathura: A Space Adventure,"$65,079,104"
Valiant,"$61,746,888"
A History of Violence,"$61,385,065"
Son of the Mask,"$59,981,548"
Must Love Dogs,"$58,231,520"
Doom,"$58,072,119"
Derailed,"$57,479,076"
The Descent,"$57,051,053"
Elektra,"$56,995,646"
Kicking & Screaming,"$56,070,433"
"Good Night, and Good Luck.","$54,641,191"
Æon Flux,"$53,321,673"
Pooh's Heffalump Movie,"$52,858,433"
Elizabethtown,"$52,164,016"
Just Friends,"$50,912,434"
Unleashed,"$50,871,113"
Diary of a Mad Black Woman,"$50,652,203"
Fever Pitch,"$50,605,163"
Capote,"$49,327,405"
Broken Flowers,"$47,329,961"
The Wedding Date,"$47,096,206"
Land of the Dead,"$47,074,133"
Get Rich or Die Tryin',"$46,563,961"
The Fog,"$46,201,432"
Into the Blue,"$46,117,696"
Deuce Bigalow: European Gigolo,"$45,109,561"
Dark Water 2005 Re-release,"$44,347,079"
A Lot Like Love,"$42,886,719"
Oliver Twist,"$42,580,321"
The Sisterhood of the Traveling Pants,"$42,013,878"
Serenity,"$40,445,129"
The Ringer,"$40,442,443"
Magnificent Desolation: Walking on the Moon 3D,"$40,339,402"
Otoko-tachi no Yamato,"$39,287,114"
Dreamer,"$38,741,732"
Always: Sunset on Third Street,"$38,573,583"
The Producers,"$38,075,318"
Casanova,"$37,691,644"
Beauty Shop,"$37,245,453"
Pokémon: Lucario and the Mystery of Mew,"$37,228,626"
Negotiator: Mashita Masayoshi,"$36,733,286"
Assault on Precinct 13,"$35,294,470"
Nana,"$34,671,042"
Wild Safari - A South African Adventure,"$34,257,135"
Bad News Bears,"$34,252,847"
Because of Winn-Dixie,"$33,589,427"
The Cave,"$33,296,457"
Marathon,"$33,284,089"
The Brice Man,"$33,026,616"
Cry Wolf,"$32,586,408"
The Suspect: Muroi Shinji,"$32,104,229"
Marrying the Mafia 2: Enemy-in-Law,"$31,835,989"
Battle Ground 625,"$31,787,130"
Rent,"$31,670,620"
The New World 2005 Re-release,"$31,510,855"
Train Man,"$31,090,100"
The Promise,"$30,925,693"
Wolf Creek,"$30,762,648"
Two for the Money,"$30,526,509"
Cursed,"$29,621,722"
The Upside of Anger,"$28,237,488"
Mrs. Henderson Presents,"$27,876,417"
Ice Princess,"$27,645,491"
Goal! The Dream Begins,"$27,610,873"
The Protector,"$27,165,581"
Doogal,"$26,711,924"
Typhoon,"$26,179,656"
9th Company,"$26,146,165"
Natale a Miami,"$25,643,184"
The Tiger and the Snow,"$25,460,023"
North Country,"$25,211,175"
April Snow,"$24,873,159"
I Love You in Every Language in the World,"$23,941,317"
Lady Vengeance,"$23,834,149"
Russian Dolls,"$23,727,301"
Hustle & Flow,"$23,563,727"
Another Public Enemy,"$23,248,003"
Domino,"$22,944,502"
The White Massai,"$22,632,255"
Manual of Love,"$22,079,820"
Torrente 3: El protector,"$21,762,391"
Man of the House,"$21,577,624"
Year One in the North,"$21,360,942"
The Jacket,"$21,126,225"
The Devil's Rejects,"$20,901,859"
A Moment to Remember,"$20,865,847"
Lorelei: The Witch of the Pacific Ocean,"$19,806,585"
The Perfect Man,"$19,770,475"
Mapado,"$19,286,223"
The Weather Man,"$19,126,398"
Iznogoud- Caliph Instead of the Caliph,"$18,725,588"
Detective Conan: Strategy Above the Depths,"$18,723,952"
Waiting...,"$18,637,690"
An Unfinished Life,"$18,618,284"
My Father and My Son,"$18,612,999"
Keeping Mum,"$18,575,768"
Turetskiy gambit,"$18,520,000"
As It Is in Heaven,"$18,318,233"
The World's Fastest Indian,"$18,297,690"
Night Watch 2005 Re-release,"$17,939,389"
Joyeux Noel,"$17,709,155"
You Are My Sunshine,"$17,650,142"
Palais royal!,"$17,612,135"
Roll Bounce,"$17,500,866"
Rebound,"$17,492,014"
Stormy Night,"$17,379,776"
The Matador,"$17,347,231"
Aegis,"$16,869,261"
Caché,"$16,197,824"
The Great Yokai War,"$15,787,492"
Kiss Kiss Bang Bang,"$15,785,148"
The Gospel,"$15,778,152"
Two Sons of Francisco,"$15,508,288"
The Greatest Game Ever Played,"$15,431,177"
Transamerica,"$15,151,744"
"Murder, Take One","$14,915,208"
Most Beautiful Week in My Life,"$14,765,033"
Samurai Commando Mission 1549,"$14,648,713"
Blood Rain,"$14,270,938"
Proof,"$14,189,860"
Pirates of the Caribbean: Dead Man's Chest,"$1,066,179,725"
The Da Vinci Code,"$760,006,945"
Ice Age: The Meltdown,"$660,998,756"
Casino Royale,"$605,999,592"
Night at the Museum,"$574,480,841"
Cars,"$461,983,149"
X-Men: The Last Stand,"$460,435,291"
Mission: Impossible III,"$398,479,497"
Superman Returns,"$391,081,192"
Happy Feet,"$384,335,608"
Over the Hedge,"$339,795,890"
The Devil Wears Prada,"$326,705,902"
The Pursuit of Happyness,"$307,127,625"
The Departed,"$291,465,034"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$262,552,893"
Eragon,"$250,425,512"
Click,"$240,685,326"
The Holiday,"$205,841,885"
The Break-Up,"$205,668,210"
Open Season,"$200,811,689"
Inside Man,"$186,003,591"
Poseidon,"$181,674,817"
Deja Vu,"$180,557,550"
Flushed Away,"$178,281,554"
Scary Movie 4,"$178,262,620"
Blood Diamond,"$171,720,398"
Saw III,"$164,874,275"
Miami Vice,"$164,231,296"
The Pink Panther,"$164,115,897"
Talladega Nights: The Ballad of Ricky Bobby,"$163,362,095"
World Trade Center,"$163,247,198"
The Fast and the Furious: Tokyo Drift,"$158,964,610"
Rocky Balboa,"$155,929,020"
Dreamgirls,"$155,430,335"
Charlotte's Web,"$148,963,822"
Garfield: A Tail of Two Kitties,"$143,325,970"
Monster House,"$141,861,243"
Big Momma's House 2,"$141,522,961"
Babel,"$135,330,182"
Perfume: The Story of a Murderer,"$135,039,924"
V for Vendetta,"$132,511,035"
"You, Me and Dupree","$130,628,903"
Failure to Launch,"$130,224,158"
The Queen,"$123,384,128"
Apocalypto,"$120,673,227"
Eight Below,"$120,455,994"
The Omen,"$119,974,972"
Final Destination 3,"$118,890,272"
Barnyard,"$116,755,080"
The Lake House,"$114,830,111"
Step Up,"$114,194,847"
Underworld: Evolution,"$111,476,513"
The Santa Clause 3: The Escape Clause,"$110,768,122"
The Prestige,"$109,676,311"
Arthur and the Invisibles,"$107,944,236"
Little Man,"$104,003,322"
The Wild,"$102,338,515"
Little Miss Sunshine,"$101,058,954"
Silent Hill,"$100,605,135"
The Good Shepherd,"$100,266,865"
Nacho Libre,"$99,255,460"
Deep Sea,"$98,230,905"
The Guardian,"$94,973,540"
The Host,"$89,431,890"
The Illusionist,"$87,892,388"
RV,"$87,528,173"
The Shaggy Dog,"$87,134,280"
Date Movie,"$85,749,034"
Volver,"$85,585,177"
Jackass Number Two,"$84,645,164"
French Fried Vacation 3: Friends Forever,"$84,152,064"
Pan's Labyrinth,"$83,850,267"
Firewall,"$82,751,189"
Hostel,"$81,979,826"
The Sentinel,"$78,810,595"
Curse of the Golden Flower,"$78,568,977"
The Lives of Others,"$77,356,942"
United 93,"$76,700,659"
Lady in the Water,"$72,785,169"
The Grudge 2,"$70,711,175"
Children of Men,"$70,455,770"
The Hills Have Eyes,"$70,008,952"
Curious George,"$69,865,924"
John Tucker Must Die,"$68,844,775"
Letters from Iwo Jima,"$68,673,228"
Tales from Earthsea,"$68,625,104"
Fearless,"$68,072,848"
When a Stranger Calls,"$67,062,123"
Take the Lead,"$66,499,627"
Flags of Our Fathers,"$65,900,249"
16 Blocks,"$65,664,721"
The Benchwarmers,"$64,962,629"
Madea's Family Reunion,"$63,368,939"
Snakes on a Plane,"$62,022,014"
My Super Ex-Girlfriend,"$61,108,981"
Marie Antoinette,"$60,917,189"
Limit of Love: Umizaru,"$60,369,589"
Invincible,"$58,480,828"
She's the Man,"$57,194,667"
Lucky Number Slevin,"$56,308,881"
The Ant Bully,"$55,181,129"
Stranger Than Fiction,"$53,653,224"
The Texas Chainsaw Massacre: The Beginning,"$51,764,406"
Doomsday: The Sinking of Japan,"$51,127,401"
Notes on a Scandal,"$49,814,392"
An Inconvenient Truth,"$49,782,012"
The Black Dahlia,"$49,332,692"
The Last King of Scotland,"$48,618,191"
Suite Dreams,"$48,090,431"
Death Note: The Last Name,"$47,917,637"
Deck the Halls,"$47,232,776"
The Nativity Story,"$46,432,264"
We Are Marshall,"$43,545,364"
Last Holiday,"$43,451,846"
Glory Road,"$42,938,449"
Crank,"$42,931,041"
Man of the Year,"$42,472,472"
A Good Year,"$42,269,923"
200 Pounds Beauty,"$42,013,016"
Gridiron Gang,"$41,480,851"
Thank You for Smoking,"$39,323,027"
Scoop,"$39,220,946"
Tazza: The High Rollers,"$39,212,715"
The Wicker Man,"$38,805,380"
Basic Instinct 2,"$38,629,478"
Accepted,"$38,623,262"
Day Watch,"$38,411,815"
Employee of the Month,"$38,395,414"
Just My Luck,"$38,159,905"
Camping,"$37,912,041"
The Covenant,"$37,598,767"
Miss Potter,"$35,078,241"
Bambi and the Great Prince of the Forest,"$34,958,637"
Love and Honour,"$33,755,574"
Tell No One,"$33,406,992"
7 Dwarves: The Forest Is Not Enough,"$32,863,752"
Dhoom 2,"$32,396,427"
Stick It,"$31,976,848"
Deutschland. Ein Sommermärchen,"$31,257,991"
Ultraviolet,"$31,070,211"
Doraemon the Movie: Nobita's Dinosaur,"$30,963,292"
Twosabu ilchae,"$30,622,421"
Natale a New York,"$30,437,121"
I Do: How to Get Married and Stay Single,"$30,057,369"
Pulse,"$29,907,685"
Death Note,"$29,630,359"
An American Haunting,"$29,612,137"
The Valet,"$29,414,553"
Tristan + Isolde,"$28,047,963"
Priceless,"$27,949,650"
Pokémon Ranger and the Temple of the Sea,"$27,638,625"
Stay Alive,"$27,298,695"
Clerks II,"$26,984,975"
The Painted Veil,"$26,910,847"
Black Book,"$26,768,563"
Detective Conan: The Private Eyes' Requiem,"$26,251,232"
A Prairie Home Companion,"$25,978,867"
You Are So Beautiful,"$25,329,576"
Nada sô sô,"$25,300,338"
Kabhi Alvida Naa Kehna,"$25,229,168"
School for Scoundrels,"$23,947,685"
Stormbreaker,"$23,937,870"
Il mio miglior nemico,"$23,710,143"
Valley of the Wolves: Iraq,"$23,465,471"
Captain Alatriste: The Spanish Musketeer,"$23,321,954"
"OSS 117: Cairo, Nest of Spies","$23,041,621"
Aquamarine,"$22,989,957"
Days of Glory,"$22,963,701"
The Wind that Shakes the Barley,"$22,899,908"
The Banquet,"$22,598,772"
Astérix et les Vikings,"$22,501,596"
Fanaa,"$22,175,908"
The Marine,"$22,165,608"
Unaccompanied Minors,"$21,949,234"
Flicka,"$21,893,591"
Rob-B-Hood,"$21,836,580"
Wolfhound,"$21,573,338"
Black Christmas,"$21,510,851"
Waist Deep,"$21,353,303"
ATL,"$21,170,563"
Bobby,"$20,704,591"
Beerfest,"$20,387,597"
Don,"$19,640,129"
Marrying the Mafia III,"$19,606,487"
Akeelah and the Bee,"$18,948,425"
See No Evil,"$18,564,467"
Hanbando,"$18,483,140"
Bandidas,"$18,381,890"
Friends with Money,"$18,245,244"
Krrish,"$18,041,250"
Lage Raho Munna Bhai,"$17,897,527"
Flyboys,"$17,834,865"
Battle of the Warriors,"$17,812,601"
Memories of Tomorrow,"$17,696,020"
Grave Decisions,"$17,685,834"
Avenue Montaigne,"$17,574,836"
Annapolis,"$17,496,992"
"Paris, je t'aime","$17,471,727"
Material Girls,"$16,907,725"
Zhara,"$16,877,870"
Pirates of the Caribbean: At World's End,"$960,996,492"
Harry Potter and the Order of the Phoenix,"$941,676,843"
Spider-Man 3,"$894,983,373"
Shrek the Third,"$813,367,380"
Transformers,"$709,709,780"
Ratatouille,"$623,726,085"
I Am Legend,"$585,410,052"
The Simpsons Movie,"$536,414,270"
National Treasure: Book of Secrets,"$459,242,249"
300,"$456,068,181"
The Bourne Ultimatum,"$444,100,035"
Live Free or Die Hard,"$388,156,011"
The Golden Compass,"$372,234,864"
Alvin and the Chipmunks,"$365,352,546"
Enchanted,"$340,487,652"
Ocean's Thirteen,"$311,312,624"
Fantastic 4: Rise of the Silver Surfer,"$301,913,131"
Bee Movie,"$293,514,336"
American Gangster,"$269,755,430"
Rush Hour 3,"$258,097,122"
Wild Hogs,"$253,625,427"
Juno,"$232,372,681"
Mr. Bean's Holiday,"$232,225,908"
Ghost Rider,"$228,738,393"
Knocked Up,"$219,922,417"
Hairspray,"$203,552,922"
Beowulf,"$196,393,745"
I Now Pronounce You Chuck & Larry,"$187,134,117"
Knowing,"$183,658,498"
The Bucket List,"$175,372,502"
Evan Almighty,"$174,440,724"
No Country for Old Men,"$171,627,166"
Superbad,"$170,812,526"
Meet the Robinsons,"$169,333,034"
Norbit,"$159,814,490"
P.S. I Love You,"$156,835,339"
Sweeney Todd: The Demon Barber of Fleet Street,"$153,383,627"
Surf's Up,"$152,005,713"
The Game Plan,"$147,880,543"
Resident Evil: Extinction,"$147,717,833"
Music and Lyrics,"$145,896,422"
Blades of Glory,"$145,710,347"
Saw IV,"$139,352,633"
Bridge to Terabithia,"$137,587,063"
Stardust,"$137,515,140"
1408,"$132,963,417"
Atonement,"$131,016,624"
Aliens vs. Predator: Requiem,"$130,290,885"
The Heartbreak Kid,"$128,453,183"
Charlie Wilson's War,"$119,483,446"
Disturbia,"$118,114,220"
Earth,"$108,975,160"
The Water Horse,"$103,967,384"
Hitman,"$101,276,318"
Fred Claus,"$97,838,349"
TMNT,"$95,797,812"
Shooter,"$95,696,996"
Michael Clayton,"$92,991,835"
No Reservations,"$92,601,050"
Fracture,"$92,011,561"
Epic Movie,"$87,238,158"
The Kingdom,"$87,019,158"
La Vie En Rose,"$86,274,793"
Zodiac,"$84,785,914"
Premonition,"$84,146,832"
Hannibal Rising,"$82,169,884"
Rabbit Without Ears,"$81,744,033"
Hot Fuzz,"$80,743,363"
Halloween,"$80,460,948"
The Orphanage,"$78,638,987"
The Number 23,"$77,677,553"
Next,"$77,621,983"
There Will Be Blood,"$76,181,545"
Hero,"$76,089,199"
Elizabeth: The Golden Age,"$75,782,758"
30 Days of Night,"$75,513,170"
Stomp the Yard,"$75,511,123"
Dragon Wars: D-War,"$75,108,817"
The Kite Runner,"$75,011,029"
Perfect Stranger,"$73,534,117"
License to Wed,"$70,181,325"
3:10 to Yuma,"$70,016,220"
The Brave One,"$69,787,394"
Because I Said So,"$69,485,490"
Mr. Magorium's Wonder Emporium,"$69,474,661"
Dan in Real Life,"$68,471,669"
"Lust, Caution","$67,091,915"
August Rush,"$66,122,026"
Underdog,"$65,270,477"
Taxi 4,"$65,125,001"
28 Weeks Later,"$65,048,678"
Lions for Lambs,"$64,811,540"
The Reaping,"$62,771,059"
Good Luck Chuck,"$59,768,495"
Are We Done Yet?,"$58,388,068"
The Mist,"$57,470,220"
Smokin' Aces,"$57,232,879"
Into the Wild,"$56,674,477"
Eastern Promises,"$56,106,607"
Tyler Perry's Why Did I Get Married?,"$55,862,886"
The Irony of Fate 2,"$55,639,741"
We Own the Night,"$55,033,767"
The Messengers,"$55,010,659"
Sea Monsters: A Prehistoric Adventure,"$50,652,463"
This Christmas,"$49,778,552"
May 18,"$49,282,156"
Mr. Brooks,"$48,443,734"
The Nanny Diaries,"$47,817,020"
Death at a Funeral,"$46,789,413"
Freedom Writers,"$43,095,175"
The Warlords,"$42,883,181"
Pokémon: The Rise of Darkrai,"$42,496,749"
Always: Sunset on Third Street 2,"$42,304,705"
Balls of Fury,"$41,739,111"
Breach,"$40,953,935"
War,"$40,481,352"
The Invasion,"$40,170,558"
Om Shanti Om,"$39,990,809"
Happily N'Ever After,"$38,085,778"
The Hills Have Eyes 2,"$37,697,773"
Natale in crociera,"$37,350,000"
Becoming Jane,"$37,311,672"
The Adventures of Super Monkey,"$36,745,063"
Sky of Love,"$36,684,020"
Sicko,"$36,093,504"
Hostel: Part II,"$35,728,183"
Vacancy,"$35,442,935"
The Darjeeling Limited,"$35,307,949"
Sunshine,"$34,806,360"
Assembly,"$34,786,960"
Gone Baby Gone,"$34,612,443"
Mr. Woodcock,"$33,683,200"
"Run, Fat Boy, Run","$33,478,921"
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,"$32,787,846"
Awake,"$32,730,062"
88 Minutes,"$32,593,385"
REC,"$32,511,655"
Alpha Dog,"$32,351,125"
Amazing Grace,"$32,120,360"
Hunting and Gathering,"$31,920,899"
The Seeker: The Dark Is Rising,"$31,852,619"
Daddy's Little Girls,"$31,609,243"
Love in the Time of Cholera,"$31,575,877"
Welcome,"$31,203,567"
Pathfinder,"$30,984,583"
Nancy Drew,"$30,666,930"
Death Proof,"$30,663,961"
A Beautiful Wife,"$30,385,222"
The Great Debaters,"$30,236,407"
A Tale of Mari and Three Puppies,"$30,183,621"
Lissi und der wilde Kaiser,"$29,733,764"
The Fox & the Child,"$29,610,210"
In the Valley of Elah,"$29,541,790"
Across the Universe,"$29,367,143"
St. Trinian's,"$29,066,483"
Manual of Love 2,"$27,833,482"
The Last Mimzy,"$27,308,918"
Dororo,"$27,308,865"
Shoot 'Em Up,"$27,122,238"
Rendition,"$27,066,382"
The Invisible,"$26,810,113"
Mongol: The Rise of Genghis Khan,"$26,527,510"
Bratz,"$26,013,153"
Grindhouse,"$25,422,088"
The Hitcher,"$25,399,945"
The Last Legion,"$25,303,038"
Before the Devil Knows You're Dead,"$25,037,657"
Georgia Rule,"$25,000,167"
Guru,"$24,108,727"
Partner,"$23,968,620"
Persepolis,"$22,783,978"
Cassandra's Dream,"$22,686,378"
Dead Silence,"$22,382,047"
Reign Over Me,"$22,242,388"
Waitress,"$22,240,529"
Crows Zero,"$22,036,607"
Reno 911! Miami,"$22,021,262"
My Blueberry Nights,"$22,007,671"
Unfair: The Movie,"$21,914,005"
Like Stars on Earth,"$21,897,373"
Chak De! India,"$21,505,244"
Arn: The Knight Templar,"$21,287,566"
Penelope,"$21,156,270"
Once,"$20,936,722"
Le Grand Chef,"$20,794,760"
Walk Hard: The Dewey Cox Story,"$20,576,198"
Detective Conan: Jolly Roger in the Deep Azure,"$20,440,213"
The Namesake,"$20,354,321"
Evening,"$20,016,753"
The Diving Bell and the Butterfly,"$19,780,116"
Two Days in Paris,"$19,776,159"
Bhool Bhulaiyaa,"$19,073,095"
A Mighty Heart,"$19,008,745"
The Wild Guys 4,"$18,873,863"
Kitaro,"$18,856,642"
The Counterfeiters,"$18,814,713"
Ho voglia di te,"$18,594,142"
Saawariya,"$18,513,120"
Daddy Day Camp,"$18,197,398"
Voice of a Murderer,"$18,160,598"
The Dark Knight,"$1,003,045,358"
Indiana Jones and the Kingdom of the Crystal Skull,"$790,653,942"
Kung Fu Panda,"$631,744,560"
Hancock,"$629,443,428"
Mamma Mia!,"$609,841,637"
Madagascar: Escape 2 Africa,"$603,900,354"
Quantum of Solace,"$589,580,482"
Iron Man,"$585,366,247"
WALL·E,"$521,311,860"
The Chronicles of Narnia: Prince Caspian,"$419,665,568"
Sex and the City,"$418,765,321"
Twilight,"$407,187,715"
The Mummy: Tomb of the Dragon Emperor,"$403,449,830"
Slumdog Millionaire,"$378,410,113"
Wanted,"$342,463,063"
The Curious Case of Benjamin Button,"$335,802,786"
Bolt,"$309,979,994"
Horton Hears a Who!,"$298,572,799"
Gran Torino,"$269,958,228"
"10,000 BC","$269,784,201"
The Incredible Hulk,"$264,770,996"
Marley & Me,"$255,743,093"
High School Musical 3: Senior Year,"$252,909,177"
Welcome to the Sticks,"$245,144,417"
Journey to the Center of the Earth,"$244,232,688"
The Day the Earth Stood Still,"$233,093,859"
Get Smart,"$230,685,453"
Taken,"$226,837,760"
Jumper,"$225,132,113"
Yes Man,"$223,241,637"
What Happens in Vegas,"$219,375,562"
Bedtime Stories,"$212,874,864"
Australia,"$211,787,511"
You Don't Mess with the Zohan,"$204,313,400"
Ponyo,"$204,171,810"
Valkyrie,"$201,545,517"
Tropic Thunder,"$195,702,811"
Eagle Eye,"$178,767,383"
Cloverfield,"$172,394,180"
Seven Pounds,"$169,748,929"
Hellboy II: The Golden Army,"$168,319,243"
The Spiderwick Chronicles,"$164,170,327"
Four Christmases,"$164,112,721"
Burn After Reading,"$163,728,902"
The Happening,"$163,403,799"
27 Dresses,"$162,655,351"
21,"$159,808,370"
Vantage Point,"$152,039,882"
Step Up 2: The Streets,"$150,816,700"
Beverly Hills Chihuahua,"$149,292,488"
Asterix at the Olympic Games,"$131,856,927"
Red Cliff,"$129,708,433"
The Forbidden Kingdom,"$128,779,982"
Step Brothers,"$128,107,642"
Body of Lies,"$115,900,897"
Saw V,"$113,864,059"
Changeling,"$113,398,237"
Rambo,"$113,244,290"
Fool's Gold,"$111,231,041"
Transporter 3,"$108,979,549"
The Reader,"$108,902,486"
Made of Honor,"$106,407,672"
Forgetting Sarah Marshall,"$105,833,257"
Pineapple Express,"$101,624,843"
Nim's Island,"$100,104,565"
Vicky Cristina Barcelona,"$96,409,300"
Speed Racer,"$93,945,766"
Role Models,"$92,649,419"
Max Payne,"$87,066,930"
The Tale of Despereaux,"$86,957,280"
Meet the Spartans,"$85,897,593"
Nights in Rodanthe,"$84,375,346"
The Strangers,"$82,410,456"
